Time,Ax,Ay,Az,A_rms,Mx,My,Mz,M_rms
20:21:37:726,0.02,-0.01,-0.99,0.57,-254.50,-79.40,-93.20,163.06
20:21:38:280,0.02,-0.01,-0.99,0.57,-256.70,-79.70,-92.30,164.08
20:21:38:834,0.02,-0.01,-0.99,0.57,-254.70,-80.00,-93.10,163.24
20:21:39:388,0.02,-0.01,-1.00,0.58,-255.40,-78.70,-93.10,163.39
20:21:39:942,0.02,-0.01,-0.99,0.57,-255.90,-78.30,-92.60,163.49
20:21:40:496,0.02,-0.01,-1.00,0.58,-255.10,-79.90,-92.60,163.33
20:21:41:050,0.03,-0.01,-0.99,0.57,-255.20,-79.50,-90.80,162.98
20:21:41:604,0.03,-0.01,-1.00,0.58,-256.10,-80.00,-94.60,164.25
20:21:42:158,0.02,-0.01,-1.00,0.58,-256.30,-79.30,-90.50,163.47
20:21:42:712,0.02,-0.01,-0.99,0.57,-255.20,-79.00,-91.80,163.09
20:21:43:266,0.02,-0.01,-0.99,0.57,-255.70,-79.20,-92.10,163.44
20:21:43:820,0.02,-0.01,-0.99,0.57,-254.50,-79.00,-93.00,162.95
20:21:44:374,0.02,-0.01,-1.00,0.57,-255.90,-78.30,-90.10,163.03
20:21:44:928,0.02,-0.01,-0.99,0.57,-256.40,-78.70,-91.70,163.65
20:21:45:482,0.02,-0.01,-1.00,0.57,-254.60,-79.60,-93.30,163.16
20:21:46:036,0.02,-0.01,-1.00,0.58,-255.50,-78.30,-91.40,163.06
20:21:46:590,0.02,-0.01,-1.00,0.58,-255.50,-78.40,-92.80,163.34
20:21:47:144,0.03,-0.01,-0.99,0.57,-255.50,-78.90,-93.50,163.55
20:21:47:698,0.02,-0.01,-1.00,0.58,-256.00,-80.20,-93.90,164.10
20:21:48:252,0.02,-0.01,-1.00,0.58,-254.90,-80.20,-93.30,163.41
20:21:48:806,0.02,-0.01,-0.99,0.57,-256.00,-79.90,-92.10,163.71
20:21:49:360,0.02,-0.01,-1.00,0.58,-255.40,-78.30,-92.10,163.14
20:21:49:914,0.02,-0.01,-0.99,0.57,-254.90,-79.60,-92.70,163.20
20:21:50:468,0.02,-0.01,-0.99,0.57,-255.50,-79.00,-90.30,162.97
20:21:51:022,0.02,-0.01,-0.99,0.57,-255.90,-80.30,-90.60,163.44
20:21:51:576,0.02,-0.01,-1.00,0.58,-254.90,-80.60,-92.90,163.40
20:21:52:130,0.02,-0.01,-0.99,0.57,-254.70,-79.00,-91.90,162.85
20:21:52:684,0.03,-0.01,-0.99,0.57,-255.00,-80.20,-92.60,163.33
20:21:53:238,0.02,-0.01,-1.00,0.58,-256.50,-77.80,-92.40,163.69
20:21:53:792,0.02,-0.01,-1.00,0.58,-255.20,-79.00,-93.30,163.37
20:21:54:346,0.02,-0.01,-0.99,0.57,-254.70,-79.30,-92.80,163.07
20:21:54:900,0.02,-0.02,-0.99,0.57,-256.70,-79.40,-94.60,164.47
20:21:55:454,0.02,-0.01,-1.00,0.58,-254.60,-78.80,-92.80,162.93
20:21:56:008,0.02,-0.01,-0.99,0.57,-254.80,-78.60,-88.90,162.28
20:21:56:562,0.03,-0.01,-0.99,0.57,-255.10,-77.80,-94.40,163.34
20:21:57:116,0.02,-0.02,-0.99,0.57,-255.60,-79.00,-91.10,163.17
20:21:57:670,0.03,-0.01,-1.00,0.58,-255.80,-79.30,-92.10,163.51
20:21:58:224,0.02,-0.01,-0.99,0.57,-256.30,-79.50,-90.90,163.58
20:21:58:778,0.02,-0.02,-1.00,0.58,-257.40,-79.50,-91.60,164.28
20:21:59:332,0.02,-0.01,-1.00,0.58,-256.10,-80.90,-94.10,164.30
20:21:59:886,0.02,-0.01,-1.00,0.58,-255.90,-79.90,-96.60,164.52
20:22:00:440,0.02,-0.01,-0.99,0.57,-255.50,-79.40,-91.60,163.27
20:22:00:994,0.02,-0.01,-1.00,0.57,-256.70,-80.70,-91.90,164.17
20:22:01:548,0.02,-0.01,-1.00,0.58,-254.60,-80.20,-91.50,162.92
20:22:02:104,0.03,-0.01,-0.99,0.57,-255.20,-79.40,-92.60,163.31
20:22:02:656,0.02,-0.01,-0.99,0.57,-255.40,-79.40,-91.40,163.18
20:22:03:210,0.02,-0.01,-0.99,0.57,-254.90,-79.40,-90.50,162.76
20:22:03:764,0.02,-0.02,-1.00,0.58,-254.80,-79.30,-91.30,162.84
20:22:04:318,0.03,-0.01,-0.99,0.57,-256.70,-78.70,-91.80,163.82
20:22:04:872,0.02,-0.01,-0.99,0.57,-255.20,-78.40,-93.70,163.35
20:22:05:426,0.02,-0.01,-0.99,0.57,-255.30,-78.80,-93.30,163.39
20:22:05:980,0.02,-0.01,-1.00,0.58,-257.00,-78.70,-92.80,164.17
20:22:06:534,0.02,-0.01,-0.99,0.57,-254.50,-78.70,-93.40,162.98
20:22:07:088,0.02,-0.02,-1.00,0.58,-254.80,-79.00,-92.50,163.01
20:22:07:642,0.02,-0.01,-1.00,0.58,-254.50,-79.40,-92.90,163.00
20:22:08:196,0.02,-0.01,-0.99,0.57,-255.00,-78.60,-92.60,163.07
20:22:08:750,0.02,-0.02,-0.99,0.57,-254.60,-79.10,-92.00,162.83
20:22:09:304,0.02,-0.01,-0.99,0.57,-256.80,-79.80,-92.90,164.26
20:22:09:858,0.02,-0.01,-0.99,0.57,-255.70,-79.90,-90.90,163.33
20:22:10:412,0.03,-0.01,-0.99,0.57,-255.70,-78.50,-91.20,163.16
20:22:10:966,0.02,-0.02,-1.00,0.58,-256.30,-79.30,-92.00,163.75
20:22:11:520,0.02,-0.01,-0.99,0.57,-255.20,-80.10,-91.40,163.19
20:22:12:074,0.02,-0.01,-1.00,0.58,-254.40,-79.20,-93.00,162.93
20:22:12:628,0.03,-0.01,-0.99,0.57,-254.70,-79.00,-92.70,163.00
20:22:13:182,0.02,-0.01,-0.99,0.57,-256.60,-80.20,-90.10,163.70
20:22:13:736,0.02,-0.01,-0.99,0.57,-256.70,-79.00,-91.80,163.87
20:22:14:290,0.02,-0.01,-1.00,0.58,-255.60,-78.40,-93.00,163.43
20:22:14:844,0.02,-0.01,-0.99,0.57,-256.50,-78.70,-93.30,164.00
20:22:15:398,0.03,-0.01,-0.99,0.57,-254.90,-78.00,-93.20,163.04
20:22:15:952,0.02,-0.01,-0.99,0.57,-256.40,-78.30,-92.10,163.66
20:22:16:506,0.02,-0.01,-1.00,0.57,-255.60,-79.10,-93.40,163.62
20:22:17:060,0.02,-0.01,-0.99,0.57,-255.80,-79.60,-93.40,163.80
20:22:17:614,0.02,-0.01,-0.99,0.57,-255.30,-78.50,-92.10,163.12
20:22:18:168,0.02,-0.01,-1.00,0.58,-254.40,-78.80,-91.50,162.58
20:22:18:722,0.02,-0.01,-0.99,0.57,-254.70,-80.10,-92.80,163.20
20:22:19:276,0.02,-0.01,-1.00,0.58,-256.50,-79.10,-92.50,163.92
20:22:19:830,0.02,-0.01,-1.00,0.57,-254.50,-79.10,-92.70,162.91
20:22:20:384,0.02,-0.01,-0.99,0.57,-253.90,-79.00,-93.50,162.74
20:22:20:938,0.02,-0.01,-0.99,0.57,-254.60,-78.90,-90.90,162.59
20:22:21:492,0.02,-0.01,-0.99,0.57,-255.50,-78.20,-92.50,163.25
20:22:22:046,0.02,-0.01,-0.99,0.57,-255.30,-78.40,-90.80,162.86
20:22:22:600,0.02,-0.02,-1.00,0.58,-256.20,-80.40,-91.70,163.82
20:22:23:157,0.03,-0.02,-0.99,0.57,-255.30,-80.50,-91.60,163.35
20:22:23:708,0.02,-0.01,-0.99,0.57,-254.10,-79.10,-93.30,162.82
20:22:24:262,0.02,-0.01,-0.99,0.57,-255.30,-78.90,-90.20,162.83
20:22:24:816,0.03,-0.01,-0.99,0.57,-256.30,-80.70,-91.80,163.94
20:22:25:370,0.02,-0.01,-1.00,0.57,-255.60,-80.20,-93.70,163.85
20:22:25:924,0.02,-0.01,-0.99,0.57,-255.10,-79.20,-93.10,163.32
20:22:26:478,0.03,-0.01,-1.00,0.58,-255.20,-79.20,-92.70,163.29
20:22:27:032,0.03,-0.01,-0.99,0.57,-256.60,-78.80,-92.40,163.90
20:22:27:586,0.02,-0.01,-0.99,0.57,-256.10,-80.10,-93.20,164.00
20:22:28:140,0.02,-0.01,-0.99,0.57,-256.10,-78.40,-92.40,163.58
20:22:28:694,0.02,-0.02,-0.99,0.57,-255.80,-81.50,-92.70,163.98
20:22:29:248,0.02,-0.01,-1.00,0.58,-254.30,-79.60,-91.80,162.72
20:22:29:802,0.02,-0.01,-1.00,0.58,-253.70,-79.10,-93.00,162.55
20:22:30:356,0.02,-0.01,-0.99,0.57,-256.30,-79.90,-92.20,163.88
20:22:30:910,0.02,-0.01,-0.99,0.57,-255.20,-80.80,-91.70,163.37
20:22:31:464,0.02,-0.01,-1.00,0.58,-254.60,-78.70,-91.50,162.67
20:22:32:018,0.02,-0.02,-1.00,0.58,-256.50,-79.60,-91.90,163.88
20:22:32:572,0.02,-0.01,-1.00,0.58,-254.30,-79.30,-93.70,163.03
20:22:33:126,0.03,-0.01,-0.99,0.57,-255.40,-79.50,-92.60,163.43
20:22:33:680,0.02,-0.01,-0.99,0.57,-254.80,-80.20,-91.80,163.08
20:22:34:234,0.02,-0.01,-0.99,0.57,-253.30,-79.70,-90.30,161.93
20:22:34:788,0.02,-0.01,-1.00,0.58,-256.40,-79.30,-93.20,164.03
20:22:35:342,0.02,-0.02,-0.99,0.57,-254.10,-79.60,-92.10,162.67
20:22:35:896,0.02,-0.02,-0.99,0.57,-255.90,-79.20,-93.30,163.77
20:22:36:450,0.02,-0.01,-0.99,0.57,-254.70,-80.10,-92.70,163.18
20:22:37:004,0.02,-0.01,-1.00,0.57,-254.80,-80.00,-95.30,163.71
20:22:37:558,0.03,-0.01,-0.99,0.57,-254.80,-81.20,-90.20,162.94
20:22:38:112,0.02,-0.01,-1.01,0.58,-255.70,-78.40,-91.20,163.14
20:22:38:666,0.02,-0.02,-0.99,0.57,-255.40,-78.80,-91.20,163.05
20:22:39:220,0.03,-0.02,-1.00,0.58,-253.20,-79.60,-91.50,162.09
20:22:39:774,0.03,-0.01,-0.99,0.57,-256.00,-78.20,-92.60,163.53
20:22:40:328,0.02,-0.01,-1.00,0.58,-255.70,-78.90,-90.80,163.15
20:22:40:882,0.02,-0.01,-1.00,0.57,-255.90,-79.00,-91.40,163.38
20:22:41:436,0.02,-0.02,-0.99,0.57,-255.80,-79.20,-92.90,163.64
20:22:41:990,0.02,-0.01,-1.00,0.58,-256.10,-79.70,-93.90,164.07
20:22:42:544,0.03,-0.01,-0.99,0.57,-254.50,-79.80,-92.40,162.97
20:22:43:098,0.02,-0.01,-0.99,0.57,-255.10,-78.70,-91.10,162.86
20:22:43:652,0.02,-0.01,-1.00,0.58,-255.20,-79.30,-89.70,162.75
20:22:44:206,0.02,-0.01,-1.00,0.58,-256.00,-79.70,-92.70,163.79
20:22:44:760,0.02,-0.01,-0.99,0.57,-255.40,-78.90,-91.10,163.05
20:22:45:314,0.02,-0.01,-1.01,0.58,-256.10,-79.00,-91.00,163.41
20:22:45:868,0.02,-0.01,-0.99,0.57,-255.00,-78.50,-91.90,162.92
20:22:46:422,0.02,-0.01,-1.00,0.58,-256.40,-78.00,-92.40,163.67
20:22:46:976,0.02,-0.02,-1.00,0.58,-254.60,-79.70,-92.80,163.08
20:22:47:530,0.02,-0.02,-0.99,0.57,-254.90,-79.50,-94.00,163.43
20:22:48:084,0.02,-0.01,-0.99,0.57,-255.00,-80.00,-91.40,163.07
20:22:48:643,0.02,-0.01,-0.99,0.57,-254.80,-79.40,-93.90,163.34
20:22:49:192,0.02,-0.01,-1.00,0.58,-256.00,-79.10,-89.00,163.01
20:22:49:746,0.02,-0.01,-0.99,0.57,-256.30,-79.90,-92.60,163.96
20:22:50:300,0.02,-0.01,-1.00,0.58,-255.40,-78.20,-94.00,163.48
20:22:50:855,0.02,-0.01,-0.99,0.57,-255.00,-79.50,-94.10,163.50
20:22:51:408,0.02,-0.01,-0.99,0.57,-255.90,-79.30,-92.00,163.54
20:22:51:962,0.03,-0.02,-1.00,0.58,-255.10,-79.60,-93.30,163.42
20:22:52:516,0.02,-0.02,-1.00,0.58,-253.80,-79.10,-93.40,162.68
20:22:53:070,0.02,-0.01,-0.99,0.57,-255.30,-79.70,-91.80,163.26
20:22:53:624,0.02,-0.01,-0.99,0.57,-256.20,-80.20,-92.00,163.84
20:22:54:178,0.02,-0.01,-0.99,0.57,-255.00,-80.00,-93.30,163.43
20:22:54:732,0.02,-0.02,-0.99,0.57,-254.90,-79.70,-93.80,163.43
20:22:55:286,0.02,-0.01,-0.99,0.57,-256.20,-79.30,-90.30,163.38
20:22:55:840,0.02,-0.01,-0.99,0.57,-256.70,-77.80,-91.00,163.53
20:22:56:394,0.02,-0.01,-0.99,0.57,-257.00,-80.20,-91.40,164.15
20:22:56:948,0.02,-0.01,-1.00,0.58,-253.70,-79.50,-92.50,162.52
20:22:57:502,0.02,-0.01,-0.99,0.57,-255.20,-79.90,-92.60,163.39
20:22:58:056,0.02,-0.01,-0.99,0.57,-254.70,-79.20,-91.40,162.79
20:22:58:611,0.02,-0.02,-1.00,0.58,-254.40,-78.80,-94.10,163.08
20:22:59:167,0.02,-0.01,-0.99,0.57,-255.00,-80.60,-91.00,163.10
20:22:59:718,0.02,-0.01,-0.99,0.57,-254.70,-80.20,-92.80,163.21
20:23:00:273,0.02,-0.01,-0.99,0.57,-255.00,-80.40,-92.40,163.33
20:23:00:826,0.02,-0.01,-1.00,0.58,-255.60,-80.00,-91.30,163.37
20:23:01:381,0.02,-0.01,-0.99,0.57,-255.70,-78.60,-93.30,163.57
20:23:01:935,0.02,-0.01,-0.99,0.57,-254.20,-79.60,-93.90,163.07
20:23:02:488,0.02,-0.01,-1.00,0.58,-256.50,-79.10,-92.00,163.82
20:23:03:043,0.02,-0.01,-0.99,0.57,-255.00,-79.60,-90.20,162.79
20:23:03:597,0.02,-0.01,-1.00,0.58,-256.30,-78.00,-90.60,163.28
20:23:04:151,0.03,-0.02,-0.99,0.57,-255.70,-80.00,-92.10,163.57
20:23:04:705,0.02,-0.01,-1.00,0.57,-254.60,-80.60,-92.00,163.08
20:23:05:259,0.02,-0.02,-1.00,0.58,-255.20,-80.20,-92.20,163.36
20:23:05:813,0.02,-0.01,-0.99,0.57,-256.40,-79.80,-93.30,164.13
20:23:06:367,0.02,-0.02,-1.00,0.58,-254.20,-80.30,-90.40,162.52
20:23:06:921,0.02,-0.02,-1.00,0.58,-255.50,-80.00,-91.80,163.41
20:23:07:475,0.02,-0.01,-0.99,0.57,-254.80,-79.20,-91.40,162.84
20:23:08:029,0.02,-0.01,-1.00,0.58,-254.30,-79.50,-92.20,162.78
20:23:08:583,0.02,-0.01,-0.99,0.57,-255.50,-78.70,-90.20,162.90
20:23:09:137,0.02,-0.01,-0.99,0.57,-255.30,-78.60,-94.10,163.51
20:23:09:691,0.02,-0.01,-0.99,0.57,-255.70,-79.40,-92.50,163.55
20:23:10:245,0.02,-0.02,-0.99,0.57,-255.40,-79.30,-92.80,163.43
20:23:10:799,0.02,-0.01,-0.99,0.57,-255.30,-80.30,-93.70,163.71
20:23:11:353,0.03,-0.01,-0.99,0.57,-255.00,-78.00,-93.40,163.13
20:23:11:907,0.02,-0.01,-1.00,0.57,-254.40,-78.70,-91.00,162.47
20:23:12:461,0.02,-0.01,-0.99,0.57,-253.90,-78.90,-93.30,162.68
20:23:13:015,0.02,-0.01,-0.99,0.57,-255.30,-79.40,-94.20,163.66
20:23:13:569,0.02,-0.02,-0.99,0.57,-255.60,-79.80,-90.90,163.26
20:23:14:123,0.02,-0.02,-0.99,0.57,-255.60,-80.00,-93.30,163.74
20:23:14:677,0.02,-0.02,-0.99,0.57,-255.70,-79.30,-94.10,163.84
20:23:15:231,0.02,-0.01,-0.99,0.57,-255.30,-78.90,-92.20,163.20
20:23:15:785,0.02,-0.01,-0.99,0.57,-255.40,-79.90,-92.90,163.55
20:23:16:339,0.02,-0.01,-0.99,0.57,-254.80,-80.10,-93.00,163.29
20:23:16:893,0.02,-0.02,-0.99,0.57,-254.10,-79.00,-94.00,162.94
20:23:17:447,0.02,-0.01,-0.99,0.57,-253.80,-79.30,-90.30,162.13
20:23:18:001,0.02,-0.01,-0.99,0.57,-256.70,-79.30,-91.50,163.87
20:23:18:555,0.03,-0.01,-1.00,0.58,-255.90,-78.80,-94.30,163.90
20:23:19:109,0.03,-0.01,-0.99,0.57,-254.00,-78.60,-92.80,162.59
20:23:19:663,0.02,-0.01,-1.00,0.58,-255.20,-80.30,-92.00,163.34
20:23:20:217,0.02,-0.01,-1.00,0.58,-254.80,-79.70,-93.80,163.37
20:23:20:771,0.02,-0.01,-1.00,0.58,-255.10,-81.30,-90.90,163.25
20:23:21:325,0.02,-0.01,-1.00,0.58,-254.30,-78.50,-91.60,162.50
20:23:21:879,0.02,-0.01,-0.99,0.57,-256.60,-79.10,-93.90,164.23
20:23:22:433,0.02,-0.01,-0.99,0.57,-254.80,-79.70,-87.60,162.22
20:23:22:987,0.02,-0.01,-0.99,0.57,-254.30,-78.80,-92.30,162.68
20:23:23:541,0.02,-0.01,-1.00,0.58,-255.50,-79.30,-91.60,163.26
20:23:24:095,0.02,-0.01,-0.99,0.57,-255.30,-79.20,-92.20,163.25
20:23:24:649,0.02,-0.01,-0.99,0.57,-255.30,-80.20,-91.70,163.32
20:23:25:203,0.03,-0.01,-1.01,0.58,-254.70,-78.40,-93.70,163.09
20:23:25:757,0.02,-0.01,-0.99,0.57,-255.70,-78.10,-93.50,163.53
20:23:26:311,0.02,-0.01,-1.00,0.58,-255.00,-79.90,-91.80,163.13
20:23:26:865,0.02,-0.00,-1.00,0.58,-255.60,-79.20,-91.40,163.26
20:23:27:419,0.02,-0.01,-0.99,0.57,-254.40,-79.50,-91.20,162.64
20:23:27:973,0.02,-0.01,-1.00,0.58,-256.10,-80.00,-94.10,164.16
20:23:28:527,0.02,-0.01,-1.00,0.58,-255.90,-78.80,-92.20,163.50
20:23:29:081,0.03,-0.01,-0.99,0.57,-252.00,-79.20,-92.40,161.57
20:23:29:635,0.03,-0.01,-0.99,0.57,-255.20,-79.30,-93.30,163.42
20:23:30:189,0.02,-0.01,-0.99,0.57,-254.50,-79.10,-93.50,163.06
20:23:30:743,0.02,-0.01,-0.99,0.57,-255.30,-80.90,-91.90,163.47
20:23:31:297,0.02,-0.01,-1.00,0.57,-254.20,-79.50,-92.10,162.71
20:23:31:851,0.02,-0.01,-1.00,0.58,-255.30,-79.60,-91.00,163.09
20:23:32:405,0.02,-0.01,-1.00,0.57,-255.90,-79.10,-91.40,163.40
20:23:32:959,0.02,-0.01,-1.00,0.57,-254.70,-79.10,-93.00,163.07
20:23:33:513,0.02,-0.01,-1.00,0.58,-255.20,-79.10,-94.00,163.52
20:23:34:067,0.02,-0.01,-0.99,0.57,-255.00,-79.60,-93.70,163.44
20:23:34:621,0.02,-0.01,-1.00,0.58,-255.40,-78.40,-93.10,163.34
20:23:35:178,0.03,-0.01,-0.99,0.57,-256.90,-79.10,-93.50,164.31
20:23:35:729,0.02,-0.01,-1.00,0.58,-255.40,-80.60,-90.50,163.21
20:23:36:283,0.02,-0.01,-0.99,0.57,-255.20,-80.40,-93.20,163.58
20:23:36:837,0.03,-0.01,-0.99,0.57,-255.10,-80.40,-92.90,163.47
20:23:37:391,0.02,-0.01,-0.99,0.57,-255.30,-79.90,-91.10,163.16
20:23:37:945,0.02,-0.02,-0.99,0.57,-255.70,-79.40,-93.20,163.68
20:23:38:499,0.02,-0.01,-1.00,0.58,-254.80,-80.50,-92.70,163.30
20:23:39:053,0.02,-0.01,-0.99,0.57,-255.40,-78.90,-90.90,163.01
20:23:39:607,0.02,-0.01,-1.00,0.58,-256.20,-78.90,-91.80,163.60
20:23:40:161,0.03,-0.01,-0.99,0.57,-256.00,-79.60,-92.30,163.70
20:23:40:715,0.02,-0.01,-0.99,0.57,-255.20,-78.30,-92.70,163.15
20:23:41:269,0.02,-0.01,-0.99,0.57,-255.80,-79.20,-92.70,163.60
20:23:41:823,0.02,-0.01,-1.00,0.58,-255.10,-79.50,-93.10,163.36
20:23:42:377,0.02,-0.01,-1.00,0.58,-254.30,-78.70,-91.20,162.46
20:23:42:931,0.02,-0.01,-0.99,0.57,-256.00,-78.20,-92.00,163.42
20:23:43:485,0.02,-0.01,-1.00,0.57,-253.40,-79.30,-93.40,162.50
20:23:44:039,0.02,-0.01,-0.99,0.57,-255.20,-81.30,-92.50,163.60
20:23:44:593,0.02,-0.02,-0.99,0.57,-256.20,-79.10,-93.20,163.89
20:23:45:147,0.02,-0.01,-0.99,0.57,-255.10,-78.70,-93.20,163.25
20:23:45:703,0.02,-0.02,-1.00,0.58,-255.50,-79.80,-91.90,163.40
20:23:46:255,0.03,-0.01,-1.00,0.58,-254.70,-79.40,-93.50,163.22
20:23:46:809,0.02,-0.01,-1.00,0.58,-254.90,-80.60,-90.30,162.92
20:23:47:363,0.02,-0.01,-0.99,0.57,-255.60,-79.50,-92.60,163.53
20:23:47:917,0.02,-0.01,-1.01,0.58,-255.20,-80.90,-94.00,163.82
20:23:48:471,0.02,-0.01,-1.00,0.58,-255.30,-78.70,-92.60,163.24
20:23:49:025,0.02,-0.01,-1.00,0.58,-256.00,-80.10,-92.30,163.78
20:23:49:579,0.02,-0.02,-1.00,0.58,-256.10,-79.70,-92.40,163.79
20:23:50:133,0.02,-0.02,-0.99,0.57,-255.70,-79.60,-93.10,163.69
20:23:50:687,0.02,-0.01,-1.00,0.58,-255.60,-79.70,-90.30,163.13
20:23:51:241,0.03,-0.01,-0.99,0.57,-256.20,-79.70,-91.30,163.63
20:23:51:795,0.02,-0.01,-0.99,0.57,-255.00,-80.10,-93.70,163.52
20:23:52:349,0.02,-0.02,-0.99,0.57,-255.80,-80.10,-93.70,163.94
20:23:52:903,0.02,-0.01,-0.99,0.57,-255.20,-79.30,-92.90,163.35
20:23:53:457,0.02,-0.01,-1.00,0.58,-255.30,-80.40,-93.50,163.69
20:23:54:011,0.02,-0.01,-1.01,0.58,-253.50,-79.00,-93.50,162.53
20:23:54:565,0.02,-0.01,-0.99,0.57,-254.40,-79.90,-92.70,162.99
20:23:55:119,0.02,-0.01,-1.00,0.58,-255.60,-79.10,-91.00,163.17
20:23:55:673,0.02,-0.01,-0.99,0.57,-254.40,-79.70,-93.70,163.15
20:23:56:231,0.02,-0.01,-1.00,0.58,-254.60,-80.00,-91.20,162.83
20:23:56:781,0.02,-0.01,-0.99,0.57,-254.50,-79.10,-93.30,163.03
20:23:57:335,0.02,-0.01,-1.00,0.58,-255.50,-78.90,-92.40,163.34
20:23:57:889,0.02,-0.01,-0.99,0.57,-255.10,-77.60,-91.30,162.72
20:23:58:443,0.02,-0.01,-0.99,0.57,-255.40,-80.10,-91.50,163.32
20:23:58:997,0.02,-0.01,-0.99,0.57,-254.10,-79.50,-91.80,162.60
20:23:59:551,0.02,-0.01,-0.99,0.57,-253.60,-80.30,-92.00,162.51
20:24:00:105,0.02,-0.02,-0.99,0.57,-253.10,-79.10,-93.50,162.34
20:24:00:659,0.02,-0.01,-1.00,0.57,-255.20,-79.50,-92.80,163.36
20:24:01:213,0.02,-0.01,-1.00,0.57,-257.70,-78.10,-92.70,164.42
20:24:01:767,0.02,-0.01,-1.00,0.58,-256.10,-79.70,-90.90,163.51
20:24:02:321,0.02,-0.01,-0.99,0.57,-254.00,-80.50,-94.30,163.19
20:24:02:875,0.02,-0.01,-1.00,0.58,-256.10,-79.70,-90.80,163.49
20:24:03:429,0.03,-0.01,-1.00,0.58,-254.40,-79.60,-92.20,162.85
20:24:03:983,0.02,-0.01,-0.99,0.57,-253.20,-79.20,-93.30,162.37
20:24:04:537,0.02,-0.01,-1.00,0.58,-254.90,-79.00,-92.40,163.05
20:24:05:091,0.02,-0.01,-0.99,0.57,-255.20,-78.30,-93.30,163.26
20:24:05:645,0.02,-0.01,-1.00,0.57,-256.70,-79.90,-97.50,165.11
20:24:06:199,0.02,-0.01,-0.99,0.57,-256.30,-79.40,-92.30,163.82
20:24:06:753,0.02,-0.01,-1.00,0.58,-254.70,-79.50,-92.10,162.97
20:24:07:307,0.02,-0.01,-0.99,0.57,-256.10,-79.40,-92.50,163.76
20:24:07:861,0.02,-0.02,-1.00,0.57,-256.60,-79.70,-92.00,163.97
20:24:08:415,0.02,-0.02,-0.99,0.57,-255.30,-78.80,-90.70,162.90
20:24:08:969,0.02,-0.02,-1.00,0.58,-254.90,-79.10,-90.30,162.67
20:24:09:523,0.02,-0.01,-0.99,0.57,-255.30,-80.10,-93.30,163.60
20:24:10:077,0.03,-0.02,-0.98,0.57,-256.70,-80.40,-93.20,164.36
20:24:10:631,0.02,-0.02,-1.00,0.58,-254.30,-78.90,-95.90,163.39
20:24:11:185,0.03,-0.01,-1.00,0.58,-253.30,-79.90,-91.70,162.23
20:24:11:739,0.03,-0.01,-1.00,0.58,-256.10,-79.30,-94.20,164.06
20:24:12:293,0.02,-0.01,-1.00,0.58,-254.20,-79.30,-94.20,163.07
20:24:12:847,0.02,-0.02,-1.00,0.58,-253.70,-78.50,-93.20,162.49
20:24:13:401,0.02,-0.01,-0.99,0.57,-254.30,-78.20,-93.00,162.72
20:24:13:956,0.02,-0.01,-0.99,0.57,-255.50,-79.40,-92.90,163.52
20:24:14:509,0.02,-0.02,-0.99,0.57,-254.60,-80.20,-93.90,163.37
20:24:15:063,0.03,-0.01,-1.00,0.57,-256.40,-79.10,-91.50,163.68
20:24:15:617,0.03,-0.01,-1.00,0.58,-255.40,-80.30,-93.00,163.63
20:24:16:171,0.02,-0.01,-0.99,0.57,-255.10,-79.70,-90.90,162.98
20:24:16:725,0.02,-0.01,-1.00,0.58,-254.90,-79.00,-93.10,163.18
20:24:17:279,0.02,-0.01,-0.99,0.57,-255.30,-78.50,-93.40,163.36
20:24:17:833,0.02,-0.01,-0.99,0.57,-254.70,-79.20,-92.70,163.03
20:24:18:387,0.03,-0.01,-1.00,0.58,-255.60,-79.50,-90.90,163.21
20:24:18:941,0.02,-0.01,-0.99,0.57,-254.40,-79.90,-90.40,162.56
20:24:19:495,0.03,-0.01,-1.00,0.58,-255.90,-79.80,-94.20,164.04
20:24:20:049,0.02,-0.01,-1.00,0.58,-255.70,-79.40,-94.50,163.93
20:24:20:603,0.02,-0.01,-0.99,0.57,-255.10,-79.20,-93.40,163.37
20:24:21:157,0.02,-0.01,-1.00,0.58,-255.10,-79.90,-92.50,163.32
20:24:21:718,0.03,-0.02,-0.99,0.57,-254.30,-79.70,-91.60,162.70
20:24:22:265,0.03,-0.02,-1.00,0.58,-253.20,-81.20,-92.40,162.52
20:24:22:819,0.02,-0.01,-0.99,0.57,-254.40,-79.20,-93.20,162.97
20:24:23:373,0.03,-0.01,-0.99,0.57,-254.20,-79.70,-94.70,163.24
20:24:23:927,0.02,-0.02,-0.99,0.57,-254.40,-79.10,-94.60,163.22
20:24:24:482,0.02,-0.00,-0.99,0.57,-255.40,-79.10,-92.10,163.27
20:24:25:035,0.02,-0.01,-1.00,0.58,-255.60,-79.10,-94.20,163.77
20:24:25:589,0.02,-0.01,-1.00,0.58,-254.60,-78.90,-92.50,162.89
20:24:26:143,0.03,-0.01,-0.99,0.57,-255.00,-79.70,-93.70,163.46
20:24:26:697,0.02,-0.01,-1.00,0.58,-254.50,-79.90,-91.50,162.82
20:24:27:251,0.02,-0.01,-0.99,0.57,-255.50,-79.60,-92.70,163.51
20:24:27:805,0.02,-0.01,-1.00,0.58,-256.90,-81.40,-92.00,164.41
20:24:28:359,0.02,-0.01,-1.00,0.58,-254.30,-79.30,-92.10,162.73
20:24:28:913,0.02,-0.01,-1.00,0.58,-256.30,-80.30,-91.20,163.76
